DAY_TYPE,TIME_PER_HOUR,START,END,TOTAL_TRIPS,COUNT,CROWDEDNESS,START_NAME,END_NAME
WEEKDAY,0.0,NE7,DT12,307.0,37.61569571209664,0.0,Little India,Little India
WEEKDAY,0.0,NE7,NE6,37.0,14.961214069728001,0.0,Little India,Dhoby Ghaut
WEEKDAY,0.0,NE7,NE8,323.0,185.03016363116947,0.0,Little India,Farrer Park
WEEKDAY,0.0,NE8,NE7,42.0,16.204076006552786,0.0,Farrer Park,Little India
WEEKDAY,0.0,NE8,NE9,438.0,290.44298414399,0.0,Farrer Park,Boon Keng
WEEKDAY,0.0,NE9,NE10,492.0,344.8544673975785,0.0,Boon Keng,Potong Pasir
WEEKDAY,0.0,NE9,NE8,28.0,13.616896519373299,0.0,Boon Keng,Farrer Park
WEEKDAY,0.0,NS1,EW24,79.0,75.2,0.0,Jurong East,Jurong East
WEEKDAY,0.0,NS1,NS2,731.0,662.2032130451248,0.0,Jurong East,Bukit Batok
WEEKDAY,0.0,NS10,NS11,1281.0,1256.163981769864,0.0,Admiralty,Sembawang
WEEKDAY,0.0,NS10,NS9,1599.0,1491.1791952688536,1.0,Admiralty,Woodlands
WEEKDAY,0.0,NS11,NS10,2118.0,1974.2212641476872,1.0,Sembawang,Admiralty
WEEKDAY,0.0,NS11,NS12,1094.0,1080.175924728866,0.0,Sembawang,Canberra
WEEKDAY,0.0,NS12,NS11,2483.0,2271.233207106689,1.0,Canberra,Sembawang
WEEKDAY,0.0,NS12,NS13,1024.0,1010.1759247288659,0.0,Canberra,Yishun
WEEKDAY,0.0,NS13,NS12,2514.0,2292.233207106689,1.0,Yishun,Canberra
WEEKDAY,0.0,NS13,NS14,797.0,785.5052287581699,0.0,Yishun,Khatib
WEEKDAY,0.0,NS14,NS13,2408.0,2120.562511135993,1.0,Khatib,Yishun
WEEKDAY,0.0,NS14,NS15,770.0,741.9237161531279,0.0,Khatib,Yio Chu Kang
WEEKDAY,0.0,NS15,NS14,2211.0,1866.9809985309512,1.0,Yio Chu Kang,Khatib
